#https
#cuts
#val err
427.0 1395.0225
446.0 1449.5787111111
472.0 1501.5625
494.0 1556.3025
513.0 1610.1493777778
536.0 1666.8167111111
519.0 1724.4640444444
511.0 1784.0768027778
502.0 1844.5020721111
496.0 1905.5262054444
500.0 1905.5262054444
505.0 1844.5020721111
500.0 1784.0768027778
501.0 1724.4640444444
508.0 1666.8167111111
504.0 1610.1493777778
481.0 1556.3025
464.0 1501.5625
447.0 1449.5787111111
442.0 1395.0225
