#https
#cuts
#val err
0.0019 2.02e-06
0.0055 8.21e-06
0.0073 1.48e-05
0.0095 2.554e-05
0.0138 5.197e-05
0.0168 7.769e-05
0.0141 6.74e-05
0.0153 8.84e-05
