#https
#cuts
#val err
19.0 6.76
19.5 6.76
19.4 6.25
19.5 6.25
19.3 6.25
19.3 6.25
19.5 6.25
19.4 6.25
19.4 5.76
19.0 5.76
18.3 6.25
18.0 7.84
17.7 5.29
16.0 6.25
15.5 4.41
15.6 4.41
15.3 5.29
15.1 4.0
15.0 4.84
14.9 4.0
14.6 4.41
14.1 3.61
13.9 3.24
13.8 2.89
13.2 3.61
12.7 2.56
12.4 2.56
12.1 2.25
11.7 2.25
11.3 2.25
10.7 2.25
10.2 1.69
9.66 1.69
8.98 2.56
