#https
#cuts
#val err
25.8 4.84
25.4 4.41
25.4 4.41
25.5 4.41
25.4 4.0
25.4 4.0
25.4 4.0
25.2 4.0
25.0 3.61
24.9 3.61
25.0 4.41
25.0 5.76
25.3 4.0
19.7 3.24
19.4 2.56
19.1 2.89
18.8 3.24
18.4 2.25
18.2 2.56
17.9 2.25
17.4 3.24
14.4 1.21
14.4 1.21
14.3 1.0
14.2 1.44
13.9 1.0
13.6 1.21
13.2 1.0
12.8 1.0
12.3 1.0
11.8 1.21
11.8 0.9604
11.1 1.0
11.1 1.44
